state,agency_type,agency_name,population_1,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society,assault_offenses,aggravated_assault,simple_assault,intimidation,homicide_offenses,murder_and_nonnegligent_manslaughter,negligent_man_slaughter,justifiable_homicide,human_trafficking_offenses,commercial_sex_acts,involuntary_servitude,kidnapping_abduction,sex_offenses,rape,sodomy,sexual_assault_with_an_object,fondling,incest,statutory_rape,arson,bribery,burglary_breaking_&_entering,counter_feiting_forgery,destruction_damage_vandalism_of_property,embezzle_ment,extortion_blackmail,fraud_offenses,false_pretenses_swindle_confidence_game,credit_card_automated_teller_machine_fraud,imper_sonation,welfare_fraud,wire_fraud,identity_theft,hacking_computer_invasion,larceny_theft_offenses,pocket_picking,purse_snatching,shop_lifting,theft_from_building,theft_from_coin_op_erated_machine_or_device,theft_from_motor_vehicle,theft_of_motor_vehicle_parts_or_acces_sories,all_other_larceny,motor_vehicle_theft,robbery,stolen_property_offenses,animal_cruelty,drug_narcotic_offenses,drug_narcotic_violations,drug_equipment_violations,gambling_offenses,betting_wagering,operating_promoting_assisting_gambling,gambling_equipment_violations,sports_tampering,por_nography_obscene_material,pros_titution_offenses,pros_titution,assisting_or_promoting_prostitution,purchasing_prostitution,weapon_law_violations
,,Gurdon,2069,153,48,89,16,41,20,12,9,0,0,0,0,0,0,0,1,6,4,2,0,0,0,0,1,0,23,5,18,0,0,24,19,3,2,0,0,0,0,16,0,1,6,1,0,1,0,7,2,0,0,0,13,9,4,0,0,0,0,0,2,0,0,0,0,1
,,Hackett,851,13,5,8,0,4,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Hamburg,2574,39,12,23,4,11,4,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0
,,Harrisburg,2309,148,37,84,27,32,6,15,11,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,9,3,13,0,0,21,13,7,1,0,0,0,0,32,0,0,6,2,0,2,3,19,6,0,0,0,23,15,8,0,0,0,0,0,0,0,0,0,0,4
,,Harrison,13096,977,270,371,336,246,36,158,52,0,0,0,0,0,0,0,9,15,9,0,0,6,0,0,2,0,33,26,67,0,4,29,16,12,1,0,0,0,0,176,0,0,0,2,1,6,3,164,18,1,15,0,301,158,143,0,0,0,0,0,12,2,2,0,0,21
,,Haskell,4667,150,11,124,15,7,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,1,0,14,0,23,0,0,56,1,47,1,0,0,7,0,26,0,0,3,1,1,1,0,20,3,1,0,0,14,7,7,0,0,0,0,0,0,0,0,0,0,1
,,Hazen,1331,99,27,32,40,27,10,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,1,0,1,0,0,0,0,0,6,0,0,1,0,0,1,0,4,1,0,4,0,31,20,11,0,0,0,0,0,0,0,0,0,0,9
,,Heber Springs,6880,807,255,407,145,241,26,107,108,0,0,0,0,0,0,0,4,10,7,3,0,0,0,0,0,0,59,13,86,0,0,29,19,8,2,0,0,0,0,178,1,3,32,36,0,36,1,69,26,1,15,0,131,66,65,0,0,0,0,0,2,0,0,0,0,12
,,Helena-West Helena,10086,1480,449,882,149,416,132,154,130,15,14,1,0,0,0,0,12,6,4,2,0,0,0,0,19,0,147,14,284,0,0,33,12,12,8,1,0,0,0,338,0,0,131,20,0,41,7,139,24,16,7,0,98,56,42,0,0,0,0,0,4,0,0,0,0,47
,,Highfill,641,48,14,17,17,13,4,2,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,17,9,8,0,0,0,0,0,0,0,0,0,0,0
,,Highland,1113,65,21,28,16,19,7,10,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,19,0,0,1,2,0,0,0,16,2,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0,0,1
,,Hope,9543,1015,353,585,77,325,100,194,31,1,1,0,0,0,0,0,3,24,9,6,0,9,0,0,2,0,82,22,121,1,0,92,78,6,7,1,0,0,0,234,6,12,42,17,2,44,9,102,25,6,0,0,64,62,2,0,0,0,0,0,3,0,0,0,0,10
,,Hot Springs,38893,5023,846,3639,538,781,197,365,219,11,9,1,1,0,0,0,1,53,36,2,1,14,0,0,7,0,653,105,900,0,0,298,28,151,107,4,8,0,0,1449,0,1,173,0,0,102,24,1149,184,43,0,0,436,260,176,0,0,0,0,0,7,0,0,0,0,95
,,Hoxie,2581,81,20,31,30,18,11,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4,0,6,0,0,9,9,0,0,0,0,0,0,9,0,0,1,0,0,1,1,6,2,0,0,0,29,14,15,0,0,0,0,0,0,0,0,0,0,1
,,Jacksonville,28217,4041,1368,2362,311,1319,265,619,435,8,8,0,0,0,0,0,15,26,18,0,3,5,0,0,11,0,233,31,671,7,0,238,38,172,28,0,0,0,0,927,0,0,134,183,2,227,118,263,166,35,43,0,255,160,95,2,0,1,1,0,0,0,0,0,0,54
,,Jericho,103,8,2,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Johnson,3781,263,47,179,37,45,7,20,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,44,3,25,0,0,38,5,2,0,0,1,30,0,61,0,0,15,0,0,2,1,43,7,0,1,1,34,17,17,1,1,0,0,0,0,0,0,0,0,1
,,Jonesboro,79702,10533,2349,6092,2092,2207,500,649,1058,12,12,0,0,0,0,0,32,98,46,26,8,18,0,0,13,0,1057,180,1291,0,0,1566,1281,274,9,2,0,0,0,1631,4,7,303,124,1,165,35,992,200,55,99,0,1869,1153,716,0,0,0,0,0,55,14,13,1,0,154
,,Judsonia,1991,174,46,45,83,44,10,24,10,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,14,0,7,0,0,3,1,2,0,0,0,0,0,16,0,0,0,0,0,1,2,13,4,0,1,0,78,38,40,0,0,0,0,0,0,0,0,0,0,5
,,Lake City,2720,108,14,57,37,12,2,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,29,11,0,0,1,0,1,0,0,0,0,0,7,0,0,0,1,0,3,0,3,1,0,3,0,34,24,10,0,0,0,0,0,1,0,0,0,0,2
,,Lakeview,718,35,11,19,5,7,2,2,3,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,2,0,3,0,0,6,3,2,1,0,0,0,0,7,0,0,0,1,0,0,0,6,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0
,,Lake Village,2155,195,67,120,8,66,4,28,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,36,0,0,27,24,3,0,0,0,0,0,41,0,0,1,3,1,5,1,30,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6
,,Leachville,1835,106,37,69,0,33,9,9,15,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,17,2,17,0,0,5,3,2,0,0,0,0,0,21,0,0,0,0,0,3,0,18,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Lewisville,1097,23,1,14,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,2,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0
,,Lincoln,2503,165,42,65,58,40,4,19,17,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,7,2,15,0,0,0,0,0,0,0,0,0,0,36,0,0,7,1,0,4,0,24,1,0,4,0,57,28,29,1,0,1,0,0,0,0,0,0,0,0
,,Little Flock,2816,238,48,67,123,38,8,17,13,0,0,0,0,0,0,0,0,10,2,7,0,1,0,0,0,0,6,0,16,0,0,10,7,0,3,0,0,0,0,31,0,0,0,1,0,6,3,21,2,0,2,0,117,56,61,0,0,0,0,0,3,0,0,0,0,3
,,Little Rock,197688,32400,11069,19523,1808,10673,3075,4996,2602,58,49,2,7,0,0,0,85,253,166,30,1,55,0,1,70,1,1545,580,4295,0,0,4148,236,791,2214,1,4,900,2,7178,3,6,1322,1245,1,2088,568,1945,1013,379,314,0,1472,871,601,2,0,1,1,0,20,11,10,1,0,303
,,Lonoke,4178,583,130,290,163,119,38,48,33,0,0,0,0,0,0,0,0,11,9,2,0,0,0,0,0,0,34,4,49,0,0,56,51,5,0,0,0,0,0,124,0,0,2,9,0,12,1,100,4,4,15,0,153,77,76,0,0,0,0,0,1,0,0,0,0,9
,,Lowell,9825,577,87,335,155,82,23,30,29,1,0,1,0,0,0,0,1,3,1,1,0,1,0,0,0,0,65,17,44,0,0,68,62,5,1,0,0,0,0,117,0,0,6,9,1,11,4,86,10,0,14,0,147,84,63,0,0,0,0,0,1,0,0,0,0,7
,,Luxora,1011,10,4,6,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Magnolia,11434,872,99,630,143,92,36,50,6,2,2,0,0,0,0,0,0,5,3,0,1,1,0,0,0,0,150,5,128,1,0,84,45,21,12,1,0,4,1,249,0,3,77,24,0,16,8,121,5,8,0,2,134,124,10,0,0,0,0,0,3,0,0,0,0,4
,,Malvern,10966,1250,176,847,227,160,80,77,3,3,3,0,0,0,0,0,1,12,9,1,0,0,0,2,2,0,180,8,194,0,0,75,0,70,0,0,0,5,0,354,0,0,30,0,0,2,0,322,26,7,1,1,196,116,80,0,0,0,0,0,0,0,0,0,0,30
,,Mansfield,1090,83,25,27,31,25,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,5,1,2,2,0,0,0,0,10,0,0,0,0,0,0,1,9,1,0,0,0,30,18,12,0,0,0,0,0,0,0,0,0,0,1
,,Marianna,3325,458,149,244,65,140,17,69,54,4,4,0,0,0,0,0,1,4,2,2,0,0,0,0,2,0,26,2,84,0,0,36,23,1,12,0,0,0,0,80,0,0,8,1,0,8,4,59,7,3,4,0,52,30,22,1,1,0,0,0,0,0,0,0,0,12
,,Marion,12285,1551,482,827,242,462,137,158,167,0,0,0,0,0,0,0,8,12,6,3,0,3,0,0,1,0,57,11,222,0,0,164,145,17,2,0,0,0,0,299,0,0,18,5,0,29,5,242,31,10,32,0,201,136,65,0,0,0,0,0,2,0,0,0,0,39
,,Marked Tree,2405,263,62,73,128,59,19,27,13,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12,2,23,0,0,0,0,0,0,0,0,0,0,31,0,0,5,3,0,0,1,22,4,0,1,0,123,76,47,0,0,0,0,0,0,0,0,0,0,5
,,Marmaduke,1265,106,35,38,33,29,5,11,13,1,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,1,0,16,1,1,1,0,32,18,14,0,0,0,0,0,0,0,0,0,0,1
,,Marshall,1330,208,12,26,170,12,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,2,0,0,4,2,2,0,0,0,0,0,6,0,0,0,0,0,2,0,4,0,1,4,0,163,76,87,0,0,0,0,0,0,0,0,0,0,7
,,Maumelle,18307,1114,149,745,220,138,17,64,57,1,1,0,0,0,0,0,3,7,0,4,0,3,0,0,1,0,55,26,117,0,0,255,227,21,7,0,0,0,0,242,0,0,16,3,0,91,10,122,30,4,15,0,204,124,80,0,0,0,0,0,0,0,0,0,0,16
,,Mayflower,2418,166,60,90,16,60,7,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,28,0,0,2,0,2,0,0,0,0,0,34,0,0,2,1,1,2,1,27,3,3,5,0,15,9,6,0,0,0,0,0,0,0,0,0,0,1
,,McGehee,3631,202,74,96,32,70,17,37,16,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,16,5,31,0,0,2,0,0,2,0,0,0,0,30,1,0,3,2,0,1,1,22,8,1,3,0,28,21,7,0,0,0,0,0,1,0,0,0,0,3
,,McRae,667,28,8,10,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,1,3,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0
,,Mena,5461,535,103,269,163,96,7,56,33,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,20,9,30,0,0,16,10,6,0,0,0,0,0,185,0,0,93,11,0,15,1,65,7,0,2,0,155,77,78,0,0,0,0,0,6,0,0,0,0,2
,,Menifee,319,12,3,5,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
,,Mineral Springs,1142,48,18,21,9,18,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,1
,,Monette,1602,75,16,35,24,16,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,2,10,4,1,0,0,24,15,9,0,0,0,0,0,0,0,0,0,0,0
,,Monticello,9348,800,116,394,290,110,39,45,26,0,0,0,0,0,0,0,1,5,1,4,0,0,0,0,2,0,50,12,71,0,0,77,2,11,64,0,0,0,0,152,2,1,26,13,0,22,3,85,17,1,12,0,249,147,102,0,0,0,0,0,0,1,1,0,0,40
,,Morrilton,6631,885,195,384,306,177,14,104,59,0,0,0,0,0,0,0,1,17,8,9,0,0,0,0,1,0,17,12,94,0,0,35,3,14,18,0,0,0,0,201,0,0,12,56,1,32,8,92,7,4,13,0,279,155,124,0,0,0,0,0,3,1,1,0,0,23
,,Mountain Home,12582,1002,178,617,207,163,16,98,49,2,2,0,0,0,0,0,0,13,8,0,5,0,0,0,0,0,35,27,90,0,0,119,3,5,1,0,0,110,0,325,6,0,10,6,1,23,2,277,19,1,1,0,204,111,93,0,0,0,0,0,1,0,0,0,0,2
,,Mountain View,2875,224,58,97,69,53,6,28,19,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,17,7,11,0,0,3,3,0,0,0,0,0,0,54,1,0,2,10,0,9,0,32,3,1,1,0,65,30,35,0,0,0,0,0,0,0,0,0,0,4
,,Mulberry,1697,131,56,47,28,46,4,37,5,0,0,0,0,0,0,0,4,6,5,1,0,0,0,0,0,0,3,0,8,0,0,3,2,1,0,0,0,0,0,27,0,0,0,2,0,5,0,20,5,0,1,0,25,16,9,0,0,0,0,0,0,0,0,0,0,3
,,Murfreesboro,1576,40,10,15,15,8,2,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,1,0,5,2,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0
,,Nashville,4360,433,69,263,101,58,7,36,15,0,0,0,0,0,0,0,2,9,6,3,0,0,0,0,2,0,24,72,57,0,0,11,5,6,0,0,0,0,0,92,0,0,23,0,0,8,0,61,0,2,3,0,90,61,29,0,0,0,0,0,0,0,0,0,0,11
,,Newport,7423,1298,298,717,283,278,81,190,7,0,0,0,0,0,0,0,7,13,5,4,0,3,0,1,5,0,107,47,136,0,0,40,5,35,0,0,0,0,0,348,0,0,18,2,0,24,0,304,18,3,13,0,256,159,97,3,1,2,0,0,2,0,0,0,0,22
,,Norfork,536,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
,,North Little Rock,66303,6704,1660,3530,1514,1617,532,831,254,22,20,1,1,0,0,0,5,16,11,2,1,2,0,0,21,0,345,60,417,42,0,266,101,105,59,0,1,0,0,1773,4,5,604,144,8,362,214,432,316,111,179,0,1246,782,464,0,0,0,0,0,5,0,0,0,0,263
,,Ola,1203,40,12,22,6,10,2,6,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,4,2,2,0,0,0,0,0,13,0,0,2,3,0,1,0,7,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
,,Osceola,6527,910,293,505,112,284,180,36,68,2,2,0,0,0,0,0,0,7,3,0,3,0,0,1,5,0,109,27,105,0,0,73,4,9,59,1,0,0,0,142,0,0,15,0,0,5,1,121,37,7,0,0,94,87,7,0,0,0,0,0,3,0,0,0,0,15
,,Ozark,3583,388,90,186,112,86,9,28,49,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,1,0,29,2,47,0,0,64,58,2,4,0,0,0,0,33,0,0,0,8,0,12,7,6,7,1,2,0,105,54,51,1,0,0,1,0,0,0,0,0,0,6
,,Paragould,29288,4154,1061,2547,546,1018,337,258,423,1,1,0,0,0,0,0,5,37,25,0,0,12,0,0,4,0,180,74,441,1,1,451,18,20,413,0,0,0,0,1241,0,0,124,77,0,156,4,880,116,15,23,0,507,316,191,0,0,0,0,0,5,0,0,0,0,34
,,Paris,3345,397,105,183,109,98,30,35,33,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,39,13,42,0,0,35,31,4,0,0,0,0,0,41,0,0,1,3,0,6,1,30,10,0,3,0,104,45,59,0,0,0,0,0,0,0,0,0,0,5
,,Patterson,385,32,4,9,19,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,2,1,0,0,0,19,9,10,0,0,0,0,0,0,0,0,0,0,0
,,Pea Ridge,6398,557,124,209,224,109,15,55,39,0,0,0,0,0,0,0,0,15,5,7,0,3,0,0,0,0,8,5,31,0,0,91,82,9,0,0,0,0,0,69,0,0,6,3,0,4,1,55,2,0,3,0,219,108,111,0,0,0,0,0,1,1,1,0,0,3
,,Perryville,1457,60,11,44,5,11,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,7,0,0,4,3,0,1,0,0,0,0,24,0,0,7,2,0,5,1,9,4,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0
,,Piggott,3494,152,24,89,39,22,0,10,12,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,9,5,16,0,0,31,0,1,30,0,0,0,0,24,0,0,2,4,0,2,2,14,0,0,4,0,38,18,20,0,0,0,0,0,0,0,0,0,0,1
,,Pine Bluff,40718,6422,2159,3969,294,2085,637,827,621,23,23,0,0,0,0,0,2,49,23,3,1,20,2,0,42,0,409,54,1186,0,0,487,451,31,4,1,0,0,0,1446,0,0,269,0,3,165,0,1009,256,60,29,0,211,165,46,0,0,0,0,0,0,0,0,0,0,83
,,Plumerville,768,29,6,17,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,3,0,0,0,0,0,0,7,0,0,0,1,0,0,2,4,1,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,3
,,Pocahontas,6647,737,165,439,133,149,25,84,40,1,1,0,0,0,0,0,0,15,8,7,0,0,0,0,1,0,42,24,68,0,1,81,73,6,2,0,0,0,0,200,0,2,43,21,0,23,3,108,19,1,2,0,118,62,56,0,0,0,0,0,6,0,0,0,0,9
,,Pottsville,3390,104,27,39,38,22,3,12,7,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,7,2,13,0,0,4,0,2,2,0,0,0,0,7,0,0,0,1,0,1,1,4,2,0,4,0,37,17,20,0,0,0,0,0,0,0,0,0,0,1
,,Prairie Grove,7058,342,89,160,93,77,16,26,35,0,0,0,0,0,0,0,2,10,6,4,0,0,0,0,0,0,13,1,28,0,0,9,9,0,0,0,0,0,0,96,0,0,5,0,0,3,2,86,5,2,6,0,84,43,41,0,0,0,0,0,1,0,0,0,0,8
,,Prescott,2957,176,30,73,73,27,7,19,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,9,1,15,0,0,6,2,4,0,0,0,0,0,36,0,0,12,1,0,8,0,15,5,0,0,0,72,52,20,0,0,0,0,0,0,0,0,0,0,1
,,Quitman,714,56,22,27,7,21,2,6,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,4,0,0,1,1,0,0,0,0,0,0,15,0,0,1,2,0,2,0,10,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,1
,,Ravenden,448,58,14,21,23,14,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,9,0,0,4,0,22,11,11,0,0,0,0,0,0,0,0,0,0,1
,,Redfield,1540,74,14,49,11,13,5,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,7,0,0,6,0,5,1,0,0,0,0,19,0,0,0,7,1,0,0,11,2,2,3,0,9,7,2,0,0,0,0,0,0,0,0,0,0,2
,,Rogers,70194,4745,962,3072,711,875,188,331,356,0,0,0,0,0,0,0,14,73,54,13,3,2,1,0,7,0,133,71,271,16,0,779,107,114,558,0,0,0,0,1614,0,0,666,36,1,310,4,597,130,18,33,0,648,398,250,0,0,0,0,0,25,0,0,0,0,38
,,Rose Bud,488,35,6,17,12,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,8,2,0,1,0,12,7,5,0,0,0,0,0,0,0,0,0,0,0
,,Russellville,29266,2762,562,1416,784,535,111,351,73,2,2,0,0,0,0,0,3,22,16,1,0,5,0,0,1,0,122,46,49,0,0,157,12,79,66,0,0,0,0,945,0,0,191,0,0,23,1,730,81,9,6,0,758,461,297,0,0,0,0,0,4,0,0,0,0,22
,,Searcy,23742,2767,728,1812,227,676,143,265,268,7,7,0,0,0,0,0,6,39,25,3,1,10,0,0,2,0,110,26,312,1,2,311,23,31,256,1,0,0,0,912,1,3,0,45,4,91,11,757,106,28,2,0,197,119,78,0,0,0,0,0,6,0,0,0,0,24
,,Shannon Hills,4098,249,43,147,59,40,18,18,4,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,21,3,28,0,0,43,35,6,2,0,0,0,0,32,0,0,1,5,0,3,0,23,11,1,7,0,56,40,16,0,0,0,0,0,0,0,0,0,0,3
,,Sheridan,4963,376,70,222,84,66,8,36,22,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,27,11,29,0,0,69,65,4,0,0,0,0,0,72,0,0,7,6,0,14,0,45,8,0,6,0,76,42,34,0,0,0,0,0,1,0,0,0,0,7
,,Sherwood,31636,3229,532,1862,835,486,173,194,119,3,3,0,0,0,0,0,11,32,9,2,3,17,0,1,2,0,209,91,264,0,0,603,519,79,3,1,1,0,0,567,0,0,91,42,0,74,5,355,87,15,24,0,764,433,331,0,0,0,0,0,3,1,1,0,0,67
,,Siloam Springs,17332,1547,336,826,385,303,59,140,104,0,0,0,0,0,0,0,2,31,14,1,5,11,0,0,2,0,73,35,96,0,0,166,142,22,0,1,1,0,0,392,0,0,97,62,1,77,13,142,51,11,0,0,360,183,177,0,0,0,0,0,5,1,1,0,0,19
,,Star City,2005,158,43,71,44,36,12,12,12,0,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,5,2,11,0,0,34,0,3,16,15,0,0,0,13,0,0,5,0,0,3,0,5,2,1,3,0,36,24,12,0,0,0,0,0,1,0,0,0,0,7
,,St. Charles,210,40,2,4,34,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,34,26,8,0,0,0,0,0,0,0,0,0,0,0
,,Stuttgart,8402,1218,449,569,200,430,92,258,80,3,2,1,0,0,0,0,9,7,4,3,0,0,0,0,5,0,78,18,183,0,0,14,1,10,3,0,0,0,0,243,0,0,23,29,2,36,10,143,18,7,3,0,187,108,79,1,0,1,0,0,5,0,0,0,0,7
,,Sulphur Springs,530,48,8,6,34,7,1,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,33,17,16,0,0,0,0,0,0,0,0,0,0,1
,,Swifton,726,29,5,18,6,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,1,1,5,2,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0
,,Texarkana,29622,3313,1370,1506,437,1314,227,559,528,5,4,1,0,0,0,0,22,29,16,6,0,0,0,7,4,0,158,51,309,1,0,81,3,70,8,0,0,0,0,757,0,0,217,2,0,123,0,415,72,22,51,0,386,270,116,0,0,0,0,0,5,2,0,2,0,44
,,Trumann,6934,1203,180,646,377,163,35,65,63,0,0,0,0,0,0,0,1,16,9,7,0,0,0,0,2,0,85,19,147,0,0,71,56,11,4,0,0,0,0,281,0,1,0,168,2,45,15,50,27,1,13,0,347,204,143,0,0,0,0,0,3,0,0,0,0,27
,,Tuckerman,1663,123,16,71,36,13,4,8,1,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,9,1,15,0,0,2,0,2,0,0,0,0,0,37,0,0,1,3,0,3,0,30,2,0,4,0,33,14,19,0,0,0,0,0,0,0,0,0,0,3
,,Van Buren,23779,2549,720,1449,380,668,97,287,284,0,0,0,0,0,0,0,8,44,23,0,1,18,1,1,0,0,230,35,212,1,1,305,20,38,92,1,4,150,0,583,1,0,72,123,5,107,26,249,68,3,11,2,342,198,144,0,0,0,0,0,11,0,0,0,0,25
,,Vilonia,4719,184,32,93,59,30,3,25,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,19,3,15,0,0,2,0,0,2,0,0,0,0,45,0,0,1,5,0,15,1,23,5,0,3,0,55,27,28,0,0,0,0,0,0,0,0,0,0,4
,,Waldron,3344,433,61,208,164,56,8,33,15,1,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,61,9,56,0,0,5,0,4,1,0,0,0,0,67,0,0,0,0,0,1,0,66,8,0,2,0,154,82,72,0,0,0,0,0,0,0,0,0,0,10
,,Walnut Ridge,5023,262,43,150,69,37,18,13,6,0,0,0,0,0,0,0,2,4,3,1,0,0,0,0,1,0,18,59,21,0,0,5,0,4,1,0,0,0,0,38,0,0,0,3,0,7,0,28,6,0,2,0,66,32,34,0,0,0,0,0,0,0,0,0,0,3
